,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
0,N/A,N/A,a,N/A,N/A,N/A,N/A,N/A,39.10,38.49,2.06,3.41,5.44,12.66,6.10,1.5,20.97,14500000000.0,14160000000.0,22.04,1.99,2.02,11.40,2.02,3590000000.0,1.5,485000000.0,1.12,63.10,1.80,2120000000.0,6.31,1660000000.0,3.94,12.62,43.19,1.5,0.26,85.00,2420000.0,1.20,0.80,2730000.0,N/A
1,N/A,N/A,aapl,N/A,N/A,N/A,N/A,N/A,29.52,17.28,3.64,5.89,22.25,29.67,15.22,1.5,33.42,743240000000.0,744060000000.0,13.63,1.10,3.72,11.00,3.72,70540000000.0,1.5,44460000000.0,7.39,37.90,29.50,32659999999.999996,5.61,36400000000.0,1.13,21.17,127.60,1.5,0.05,62.10,64709999.99999999,1.30,1.10,65739999.99999999,N/A
2,N/A,N/A,abt,N/A,N/A,N/A,N/A,N/A,36.25,31.32,3.45,3.24,11.28,14.26,4.29,1.5,13.36,70360000000.0,74530000000.0,19.43,2.26,3.68,16.95,3.68,11030000000.0,1.5,1710000000.0,1.49,53.50,5.50,4460000000.0,2.96,7840000000.0,1.45,14.27,46.63,1.5,0.20,68.80,12350000.0,2.40,0.80,13690000.0,N/A
3,N/A,N/A,ace,N/A,N/A,N/A,N/A,N/A,25.51,13.20,1.88,1.22,14.88,18.52,2.30,1.5,57.13,36390000000.0,40940000000.0,11.64,1.93,2.13,11.19,2.13,5930000000.0,1.5,2850000000.0,8.42,44.40,6.90,3240000000.0,9.89,7550000000.0,0.44,90.02,111.16,1.5,0.65,92.30,2950000.0,2.20,0.90,3640000.0,N/A
4,N/A,N/A,acn,N/A,N/A,N/A,N/A,N/A,0.42,19.79,1.87,9.66,9.84,14.46,16.74,1.5,49.03,58410000000.0,55260000000.0,18.11,1.99,1.79,11.29,1.79,9680000000.0,1.5,3040000000.0,4.71,2.90,5.10,4059999999.9999995,6.49,27220000.0,1.47,9.56,93.27,1.5,0.32,83.30,16920000.0,5.40,2.70,18320000.0,N/A
5,N/A,N/A,adbe,N/A,N/A,N/A,N/A,N/A,28.86,121.18,8.60,5.55,7.20,12.40,3.11,1.5,8.54,36980000000.0,37010000000.0,23.03,3.10,8.70,43.88,8.70,3520000000.0,1.5,306240000.0,0.61,80.40,10.90,3180000000.0,6.35,1900000000.0,2.22,13.18,73.92,1.5,5.31,86.60,3930000.0,1.40,0.80,3670000.0,N/A
6,N/A,N/A,adi,N/A,N/A,N/A,N/A,N/A,18.95,30.78,6.57,4.11,21.79,30.11,8.57,1.5,9.61,19860000000.0,18060000000.0,19.73,1.98,6.00,16.77,6.00,1830000000.0,1.5,655490000.0,2.07,17.20,22.90,2870000000.0,9.22,911030000.0,6.01,15.42,63.72,1.5,0.91,85.60,5910000.0,2.40,1.90,5180000.0,N/A
7,N/A,N/A,adm,N/A,N/A,N/A,N/A,N/A,28.99,14.08,0.38,1.57,2.77,3.52,4.07,1.5,124.35,30640000000.0,34500000000.0,13.38,2.05,0.43,9.19,0.43,4770000000.0,1.5,2250000000.0,3.43,87.40,13.50,1610000000.0,2.55,5690000000.0,1.67,30.73,48.30,1.5,2.11,76.20,9480000.0,2.60,1.50,9520000.0,N/A
8,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,0.19,28.49,3.15,7.26,11.42,18.36,3.53,1.5,26.33,40290000000.0,39080000000.0,25.62,2.92,3.11,14.73,3.11,4990000000.0,1.5,1560000000.0,2.98,12.10,6.70,1950000000.0,4.11,10300000.0,1.06,11.51,84.80,1.5,0.14,76.10,4210000.0,2.20,0.90,5030000.0,N/A
9,N/A,N/A,adsk,N/A,N/A,N/A,N/A,N/A,33.67,174.40,5.46,6.17,3.26,4.93,1.63,1.5,11.06,13870000000.0,12980000000.0,42.69,6.53,5.17,48.11,5.17,2170000000.0,1.5,81800000.0,0.35,78.70,13.30,2029999999.9999998,8.92,747200000.0,1.91,9.78,61.04,1.5,0.31,90.40,4230000.0,1.90,1.90,3730000.0,N/A
10,N/A,N/A,adt,N/A,N/A,N/A,N/A,N/A,170.33,24.17,2.01,2.26,8.65,21.07,4.43,1.5,19.58,6960000000.0,12360000000.0,18.32,2.99,3.58,6.92,3.58,1950000000.0,1.5,299000000.0,1.68,6.50,5.70,70000000.0,0.41,5260000000.0,0.67,17.98,40.68,1.5,0.26,111.50,35640000.0,15.30,24.90,36370000.0,N/A
11,N/A,N/A,aee,N/A,N/A,N/A,N/A,N/A,101.44,17.38,1.71,1.49,10.04,21.48,3.59,1.5,24.06,10110000000.0,17360000000.0,15.37,2.38,2.97,8.49,2.97,2470000000.0,1.5,587000000.0,2.40,29.70,3.90,5000000.0,0.02,6950000000.0,0.91,27.67,41.65,1.5,0.16,64.50,4710000.0,2.50,1.90,4900000.0,N/A
12,N/A,N/A,aep,N/A,N/A,N/A,N/A,N/A,122.34,16.96,1.60,1.62,9.60,19.16,3.51,1.5,34.84,27710000000.0,47970000000.0,15.35,3.05,2.82,9.57,2.82,9300000000.0,1.5,1630000000.0,3.34,44.80,6.70,269000000.0,0.55,20580000000.0,0.56,34.37,56.63,1.5,0.06,66.90,3310000.0,1.20,0.70,3880000.0,N/A
13,N/A,N/A,aet,N/A,N/A,N/A,N/A,N/A,66.04,18.88,0.65,2.60,3.52,7.08,4.98,1.5,163.16,37400000000.0,43350000000.0,13.32,1.60,0.75,9.15,0.75,15090000000.0,1.5,2040000000.0,5.68,37.10,12.10,3890000000.0,11.16,9610000000.0,0.76,41.40,107.25,1.5,0.41,91.60,3690000.0,1.50,1.10,4300000.0,N/A
14,N/A,N/A,afl,N/A,N/A,N/A,N/A,N/A,41.61,9.92,1.24,1.54,13.05,20.74,2.43,1.5,50.11,28290000000.0,31300000000.0,10.05,2.83,1.38,6.60,1.38,8359999999.999999,1.5,2950000000.0,6.50,4.10,4.70,4660000000.0,10.61,7640000000.0,0.37,41.47,64.45,1.5,2.97,64.90,6940000.0,3.20,1.60,6040000.0,N/A
15,N/A,N/A,aig,N/A,N/A,N/A,N/A,N/A,29.10,11.05,1.24,0.74,11.84,18.06,1.36,1.5,44.53,78930000000.0,95880000000.0,10.36,1.27,1.51,6.02,1.51,30800000000.0,1.5,7580000000.0,5.21,66.90,10.10,13000000000.0,9.47,31220000000.0,2.08,77.69,57.51,1.5,0.06,86.20,13440000.0,1.80,1.00,16190000.000000002,N/A
16,N/A,N/A,aiv,N/A,N/A,N/A,N/A,N/A,270.61,18.24,6.15,5.26,32.48,27.67,2.70,1.5,6.54,5880000000.0,10750000000.0,16.14,2.43,11.29,19.74,11.29,603740000.0,1.5,11580000.0,2.06,68.10,4.10,28970000.0,0.19,4139999999.9999995,0.35,7.12,37.60,1.5,0.96,101.50,2910000.0,2.90,2.50,3600000.0,N/A
17,N/A,N/A,aiz,N/A,N/A,N/A,N/A,N/A,24.46,9.51,0.40,0.81,4.54,7.73,1.64,1.5,143.83,4219999999.9999995,3860000000.0,9.13,1.33,0.37,4.13,0.37,2290000000.0,1.5,470910000.0,6.44,54.30,9.30,1660000000.0,24.16,1270000000.0,0.77,74.77,61.25,1.5,1.32,98.90,1580000.0,2.90,2.30,2060000.0,N/A
18,N/A,N/A,akam,N/A,N/A,N/A,N/A,N/A,20.54,39.92,6.55,4.35,17.00,25.20,8.89,1.5,11.02,13140000000.0,12620000000.0,23.17,1.77,6.43,18.45,6.43,1350000000.0,1.5,333950000.0,1.84,20.90,23.00,758290000.0,4.24,604850000.0,3.78,16.52,73.46,1.5,3.21,87.60,5420000.0,3.80,3.10,4780000.0,N/A
19,N/A,N/A,altr,N/A,N/A,N/A,N/A,N/A,45.43,28.39,6.86,4.05,24.46,28.12,5.82,1.5,6.24,12990000000.0,12310000000.0,22.36,2.28,6.37,20.20,6.37,1280000000.0,1.5,472660000.0,1.52,12.30,5.60,2580000000.0,8.57,1490000000.0,5.72,10.87,43.16,1.5,0.32,92.50,8990000.0,1.90,3.00,9820000.0,N/A
20,N/A,N/A,amat,N/A,N/A,N/A,N/A,N/A,24.12,23.15,2.86,3.27,12.63,16.99,7.77,1.5,7.58,26740000000.0,26510000000.0,14.13,1.37,2.87,13.64,2.87,3840000000.0,1.5,1170000000.0,0.94,37.50,7.70,3090000000.0,2.51,1950000000.0,2.75,6.57,21.76,1.5,0.23,90.70,77950000.0,4.80,6.40,80450000.0,N/A
21,N/A,N/A,amgn,N/A,N/A,N/A,N/A,N/A,119.15,24.77,6.19,4.83,25.71,34.21,6.35,1.5,26.43,125950000000.0,127670000000.0,15.85,1.61,6.36,14.34,6.36,15640000000.0,1.5,5160000000.0,6.70,26.70,6.40,27030000000.0,35.61,30720000000.0,4.95,33.90,165.97,1.5,0.10,82.20,10320000.0,3.10,1.60,10200000.0,N/A
22,N/A,N/A,amp,N/A,N/A,N/A,N/A,N/A,121.06,15.73,1.92,2.91,13.17,29.41,1.54,1.5,64.18,23830000000.0,29010000000.0,11.73,0.87,2.36,7.50,2.36,10310000000.0,1.5,1620000000.0,8.30,43.60,4.80,4980000000.0,27.30,11260000000.0,2.18,44.37,130.55,1.5,0.36,89.60,2830000.0,3.20,1.60,2920000.0,N/A
23,N/A,N/A,amt,N/A,N/A,N/A,N/A,N/A,360.41,47.92,9.30,9.64,20.12,37.87,4.66,1.5,10.36,38020000000.0,52010000000.0,17.30,1.42,12.69,20.34,12.69,3010000000.0,1.5,801020000.0,2.00,80.40,11.10,313490000.0,0.79,14610000000.0,0.49,9.97,95.84,1.5,0.11,96.70,5710000.0,2.10,1.40,6340000.0,N/A
24,N/A,N/A,an,N/A,N/A,N/A,N/A,N/A,252.19,18.32,0.38,3.47,2.19,4.23,6.19,1.5,162.91,7330000000.0,12590000000.0,14.56,1.11,0.66,13.75,0.66,2990000000.0,1.5,419800000.0,3.52,6.70,11.60,75400000.0,0.66,5230000000.0,1.03,18.29,64.51,1.5,34.46,3.30,1650000.0,2.10,2.30,1910000.0,N/A
25,N/A,N/A,anf,N/A,N/A,N/A,N/A,N/A,24.75,31.42,0.41,1.10,1.38,4.90,4.28,1.5,52.16,1550000000.0,1330000000.0,18.59,1.51,0.36,3.25,0.36,2310000000.0,1.5,51820000.0,0.71,32.90,13.80,520710000.00000006,7.49,343930000.0,2.40,20.04,22.31,1.5,2.14,108.80,23940000.0,5.30,45.20,23350000.0,N/A
26,N/A,N/A,ann,N/A,N/A,N/A,N/A,N/A,0.59,26.37,0.67,3.35,2.68,5.10,7.71,1.5,56.09,1730000000.0,1580000000.0,16.25,1.61,0.62,6.58,0.62,1290000000.0,1.5,66599999.99999999,1.46,94.40,3.90,207710000.0,4.63,3000000.0,1.81,11.39,38.52,1.5,2.78,94.40,1310000.0,1.80,2.90,2150000.0,N/A
27,N/A,N/A,aon,N/A,N/A,N/A,N/A,N/A,84.18,20.90,2.24,4.10,11.62,16.43,4.11,1.5,41.09,27300000000.0,32520000000.000004,14.30,1.37,2.71,12.66,2.71,12040000000.0,1.5,1380000000.0,4.66,29.30,2.80,599000000.0,2.14,5580000000.0,1.05,23.47,97.40,1.5,0.75,91.10,1710000.0,1.60,0.60,1820000.0,N/A
28,N/A,N/A,apd,N/A,N/A,N/A,N/A,N/A,78.55,31.80,3.07,4.37,9.82,16.30,5.99,1.5,49.01,32430000000.0,38410000000.0,20.68,1.95,3.67,14.43,3.67,2800000000.0,1.5,1020000000.0,4.76,11.90,0.60,264300000.0,1.23,6120000000.0,1.05,34.31,151.37,1.5,0.25,87.60,3500000.0,3.70,1.60,3410000.0,N/A
29,N/A,N/A,arg,N/A,N/A,N/A,N/A,N/A,118.80,21.68,1.49,3.77,7.00,12.27,6.88,1.5,70.85,7930000000.0,10410000000.0,19.92,2.21,1.98,10.74,1.98,2820000000.0,1.5,368720000.0,4.87,12.60,7.20,73590000.0,0.98,2480000000.0,1.21,27.79,105.56,1.5,9.93,83.30,1460000.0,2.20,2.20,1470000.0,N/A
30,N/A,N/A,atvi,N/A,N/A,N/A,N/A,N/A,59.78,20.42,3.74,2.28,18.94,26.84,5.14,1.5,6.16,16680000000.0,16040000000.0,15.80,1.98,3.64,12.60,3.64,2880000000.0,1.5,817000000.0,1.13,108.70,3.80,4860000000.0,6.72,4320000000.0,2.55,10.02,23.08,1.5,30.65,60.70,19400000.0,3.80,4.30,19250000.0,N/A
31,N/A,N/A,avb,N/A,N/A,N/A,N/A,N/A,72.41,32.30,12.27,2.46,37.74,41.16,2.96,1.5,13.87,22220000000.0,28280000000.0,21.14,2.21,15.61,23.80,15.61,1690000000.0,1.5,643860000.0,5.21,43.40,10.00,509460000.0,3.86,6560000000.0,0.73,68.51,168.25,1.5,0.43,98.80,3340000.0,3.80,3.00,3380000.0,N/A
32,N/A,N/A,avy,N/A,N/A,N/A,N/A,N/A,107.79,19.80,0.73,4.33,3.93,7.83,6.91,1.5,67.49,4650000000.0,5800000000.0,13.86,1.85,0.92,8.77,0.92,1650000000.0,1.5,251100000.0,2.60,66.00,1.30,244100000.0,2.70,1150000000.0,1.20,11.79,51.43,1.5,0.45,89.30,2730000.0,4.50,3.00,3080000.0,N/A
33,N/A,N/A,ba,N/A,N/A,N/A,N/A,N/A,103.19,20.69,1.16,12.20,6.00,7.93,4.69,1.5,124.74,107540000000.0,104760000000.0,16.47,1.47,1.15,11.51,1.15,14010000000.0,1.5,5440000000.0,7.38,18.90,2.90,13050000000.0,18.53,9070000000.0,1.20,12.26,152.67,1.5,0.08,9.90,15500000.0,4.20,2.70,14970000.0,N/A
34,N/A,N/A,bax,N/A,N/A,N/A,N/A,N/A,114.09,15.41,2.28,4.67,14.98,19.62,8.00,1.5,30.76,38180000000.0,44670000000.0,15.99,3.54,2.68,10.45,2.68,8160000000.0,1.5,1950000000.0,4.57,192.30,3.50,2930000000.0,5.39,9300000000.0,1.71,14.97,70.36,1.5,0.15,83.10,17980000.0,5.20,3.30,16670000.000000002,N/A
35,N/A,N/A,bbby,N/A,N/A,N/A,N/A,N/A,54.68,14.26,1.06,4.58,8.06,13.08,14.81,1.5,63.65,12710000000.0,13420000000.0,12.82,2.16,1.13,7.48,1.13,4570000000.0,1.5,957470000.0,5.07,3.70,4.20,985570000.0,5.61,1500000000.0,2.10,15.61,72.31,1.5,8.10,88.40,14100000.0,9.10,7.20,12990000.0,N/A
36,N/A,N/A,bcr,N/A,N/A,N/A,N/A,N/A,81.99,46.27,3.82,7.10,8.86,24.46,10.03,1.5,43.96,12920000000.0,13180000000.0,17.50,1.68,3.97,13.47,3.97,2060000000.0,1.5,289700000.0,3.76,79.90,9.60,960100000.0,12.93,1480000000.0,3.33,24.10,173.96,1.5,0.40,94.00,2080000.0,3.60,2.80,2190000.0,N/A
37,N/A,N/A,bdx,N/A,N/A,N/A,N/A,N/A,200.12,24.78,3.22,5.39,13.58,19.47,6.75,1.5,43.89,27830000000.0,28980000000.0,16.91,1.82,3.42,13.37,3.42,4300000000.0,1.5,1150000000.0,5.82,12.90,1.80,8790000000.0,45.58,10140000000.0,5.82,26.27,144.22,1.5,0.33,86.70,4190000.0000000005,3.00,2.20,7510000.0,N/A
38,N/A,N/A,ben,N/A,N/A,N/A,N/A,N/A,17.17,13.70,3.77,2.76,27.79,37.81,12.40,1.5,13.56,31860000000.0,24900000000.0,13.17,4.04,2.95,7.68,2.95,8439999999.999999,1.5,2330000000.0,3.74,6.20,2.10,9370000000.0,15.07,2100000000.0,5.93,18.57,51.23,1.5,37.10,50.70,8500000.0,4.00,2.20,9490000.0,N/A
39,N/A,N/A,bhi,N/A,N/A,N/A,N/A,N/A,22.07,17.43,1.19,1.56,7.00,12.35,6.68,1.5,56.18,29700000000.0,31310000000.0,31.64,4.66,1.27,6.46,1.27,4800000000.0,1.5,1720000000.0,3.92,167.30,13.20,1740000000.0,4.00,4130000000.0,2.60,42.92,68.34,1.5,0.21,92.80,7090000.0,1.90,1.60,6380000.0,N/A
40,N/A,N/A,big,N/A,N/A,N/A,N/A,N/A,7.87,22.71,0.48,3.08,2.21,4.40,8.44,1.5,94.24,2520000000.0,2590000000.0,13.62,2.15,0.50,7.77,0.50,2040000000.0,1.5,136660000.0,2.06,11.90,1.40,52260000.0,0.97,62100000.0,1.77,14.92,46.72,1.5,2.01,108.40,6830000.0,6.20,14.20,7090000.0,N/A
41,N/A,N/A,biib,N/A,N/A,N/A,N/A,N/A,5.41,34.19,10.14,9.10,30.25,40.90,18.94,1.5,41.04,99220000000.0,98600000000.0,21.20,1.43,10.16,21.41,10.16,8529999999.999999,1.5,2930000000.0,12.37,93.20,34.30,1850000000.0,7.87,585200000.0,2.11,46.08,422.92,1.5,0.10,92.90,2790000.0,1.20,1.30,3590000.0,N/A
42,N/A,N/A,blk,N/A,N/A,N/A,N/A,N/A,152.55,19.21,5.50,2.23,29.73,40.38,1.22,1.5,65.87,61710000000.0,63520000000.0,16.01,1.46,5.73,13.37,5.73,10850000000.0,1.5,3290000000.0,19.25,3.30,0.30,40130000000.0,240.39,41980000000.0,1.14,163.95,369.71,1.5,2.28,87.70,1470000.0,3.00,1.20,1440000.0,N/A
43,N/A,N/A,bll,N/A,N/A,N/A,N/A,N/A,255.64,21.85,1.15,9.52,5.48,10.73,7.46,1.5,61.87,9900000000.0,12920000000.0,17.50,1.25,1.51,10.77,1.51,1670000000.0,1.5,470000000.0,3.30,39.00,1.80,191400000.0,1.39,3170000000.0,1.15,7.54,72.11,1.5,1.24,77.60,5700000.0,5.60,4.20,5410000.0,N/A
44,N/A,N/A,bmy,N/A,N/A,N/A,N/A,N/A,52.29,54.88,6.84,7.31,12.62,20.09,5.51,1.5,9.58,109470000000.0,107840000000.0,28.51,2.28,6.79,26.83,6.79,11950000000.0,1.5,2000000000.0,1.20,98.20,4.10,7440000000.0,4.47,7840000000.0,1.73,8.94,65.86,1.5,0.13,71.80,21820000.0,3.10,1.30,25890000.0,N/A
45,N/A,N/A,brcm,N/A,N/A,N/A,N/A,N/A,17.60,40.39,3.10,2.88,7.74,14.84,6.53,1.5,14.29,26130000000.0,24480000000.0,14.30,1.45,2.91,14.90,2.91,4330000000.0,1.5,652000000.0,1.08,132.10,0.30,3610000000.0,6.02,1590000000.0,3.27,15.11,43.62,1.5,0.37,85.80,7120000.0,1.30,1.30,6940000.0,N/A
46,N/A,N/A,bwa,N/A,N/A,N/A,N/A,N/A,36.31,21.38,1.66,3.80,7.90,12.86,9.44,1.5,36.56,13850000000.0,14420000000.0,14.95,1.26,1.74,10.32,1.74,1760000000.0,1.5,655800000.0,2.86,1.10,5.60,797800000.0,3.52,1340000000.0,1.37,15.97,61.15,1.5,1.47,93.20,5780000.0,3.50,2.60,5730000.0,N/A
47,N/A,N/A,bxp,N/A,N/A,N/A,N/A,N/A,125.96,48.21,8.69,3.80,18.42,33.95,2.55,1.5,15.74,20890000000.0,29400000000.0,23.08,3.23,12.20,20.33,12.20,1530000000.0,1.5,433110000.0,2.83,93.70,6.50,1760000000.0,11.51,10090000000.0,2.40,35.90,136.39,1.5,0.77,103.20,2440000.0,3.00,2.00,2240000.0,N/A
48,N/A,N/A,ca,N/A,N/A,N/A,N/A,N/A,24.37,17.60,3.12,2.38,18.12,28.15,6.86,1.5,10.06,14040000000.0,12690000000.0,12.83,2.25,2.87,9.22,2.87,3860000000.0,1.5,770000000.0,1.80,4.30,3.30,2680000000.0,6.06,1400000000.0,1.34,13.09,31.70,1.5,28.35,62.60,14020000.0,4.70,4.40,14780000.0,N/A
49,N/A,N/A,cab,N/A,N/A,N/A,N/A,N/A,221.57,19.33,1.05,2.11,5.53,9.21,2.99,1.5,51.39,3870000000.0,7810000000.0,15.09,1.37,2.14,17.40,2.14,1590000000.0,1.5,201710000.0,2.81,1.90,7.20,93460000.0,1.31,4030000000.0000005,2.80,25.57,54.33,1.5,27.30,82.90,8400000.0,11.20,16.80,8980000.0,N/A
50,N/A,N/A,cah,N/A,N/A,N/A,N/A,N/A,65.18,27.83,0.31,4.84,1.18,2.13,4.77,1.5,278.72,29760000000.0,30980000000.0,18.40,1.82,0.33,12.69,0.33,5160000000.0,1.5,1100000000.0,3.24,4.00,14.80,2880000000.0,8.73,3980000000.0,1.20,18.49,90.14,1.5,10.35,77.90,4330000.0,2.50,1.40,3940000.0,N/A
51,N/A,N/A,cam,N/A,N/A,N/A,N/A,N/A,56.61,12.72,0.93,2.13,7.81,12.35,5.90,1.5,50.89,9750000000.0,10790000000.0,18.44,1.41,1.04,6.57,1.04,2920000000.0,1.5,785000000.0,3.96,14.50,2.70,1630000000.0,8.39,3080000000.0,1.77,23.36,50.33,1.5,1.03,97.20,6730000.0,2.30,3.50,6120000.0,N/A
52,N/A,N/A,camp,N/A,N/A,N/A,N/A,N/A,0.54,44.97,2.44,4.11,5.41,8.61,7.14,1.5,6.77,581240000.0,572010000.0,13.96,0.90,2.37,19.37,2.37,79930000.0,1.5,13060000.0,0.36,4.40,0.40,36930000.0,1.03,774.00,2.26,4.00,16.19,1.5,4.27,61.00,3720000.0,9.20,10.80,3770000.0,N/A
53,N/A,N/A,cat,N/A,N/A,N/A,N/A,N/A,233.53,14.39,0.91,3.01,6.70,10.52,4.28,1.5,89.41,51280000000.0,83050000000.0,17.23,1.86,1.51,9.26,1.51,14790000000.0,1.5,3700000000.0,5.88,24.50,1.10,6320000000.0,10.42,39290000000.0,1.39,27.63,84.60,1.5,0.25,66.10,32200000.000000004,5.70,5.80,30610000.0,N/A
54,N/A,N/A,cb,N/A,N/A,N/A,N/A,N/A,20.25,11.72,1.65,1.43,14.94,21.84,3.77,1.5,57.87,23320000000.0,25140000000.0,12.87,3.19,1.79,8.05,1.79,7110000000.0,1.5,2100000000.0,8.62,1.90,0.10,1360000000.0,5.91,3300000000.0,0.49,70.11,101.00,1.5,0.31,83.40,9190000.0,8.10,4.00,9150000.0,N/A
55,N/A,N/A,cbg,N/A,N/A,N/A,N/A,N/A,105.33,26.58,1.38,5.53,5.35,8.21,6.34,1.5,27.37,12540000000.0,14150000000.0,17.28,1.59,1.56,14.04,1.56,999700000.0,1.5,484500000.0,1.45,78.20,24.80,804350000.0,2.47,2420000000.0,1.23,6.94,38.54,1.5,1.28,95.90,2110000.0,1.20,0.70,2089999.9999999998,N/A
56,N/A,N/A,cce,N/A,N/A,N/A,N/A,N/A,276.17,17.14,1.29,7.53,8.02,13.31,7.61,1.5,33.46,10630000000.0,14510000000.0,15.93,3.71,1.76,10.35,1.76,2970000000.0,1.5,663000000.0,2.63,17.00,5.30,223000000.0,0.95,3950000000.0,0.94,5.99,45.09,1.5,7.88,86.10,3900000.0,1.40,1.70,2570000.0,N/A
57,N/A,N/A,celg,N/A,N/A,N/A,N/A,N/A,105.37,48.01,11.84,13.92,26.07,35.16,10.97,1.5,9.56,91870000000.0,93050000000.0,18.21,0.95,12.13,30.31,12.13,7280000000.0,1.5,2000000000.0,2.39,186.30,18.80,7550000000.0,9.43,6880000000.0,4.60,8.15,114.75,1.5,0.24,82.10,14600000.0,2.50,1.80,14540000.0,N/A
58,N/A,N/A,cf,N/A,N/A,N/A,N/A,N/A,100.44,10.63,2.94,3.34,29.31,33.74,9.09,1.5,92.64,13800000000.0,16230000000.0,11.04,1.13,3.42,8.14,3.42,1780000000.0,1.5,1390000000.0,27.08,26.90,8.30,2000000000.0,41.68,4590000000.0,2.67,87.10,287.97,1.5,0.41,95.20,1590000.0,2.30,3.70,1420000.0,N/A
59,N/A,N/A,chrw,N/A,N/A,N/A,N/A,N/A,105.54,22.98,0.74,9.59,3.34,5.56,15.55,1.5,91.51,10260000000.0,11520000000.0,18.64,2.45,0.86,14.46,0.86,2009999999.9999998,1.5,449710000.0,3.05,21.50,6.50,128940000.0,0.88,1100000000.0,1.34,7.15,70.09,1.5,0.70,82.90,16830000.0,10.00,11.60,15030000.0,N/A
60,N/A,N/A,ci,N/A,N/A,N/A,N/A,N/A,47.36,16.64,0.97,3.16,6.02,10.22,4.05,1.5,132.31,33670000000.0,38020000000.0,13.92,1.40,1.09,9.79,1.09,13580000000.0,1.5,2100000000.0,7.83,29.40,10.10,1580000000.0,6.13,5150000000.0,1.01,41.55,130.27,1.5,2.73,89.20,2940000.0,1.70,1.20,2780000.0,N/A
61,N/A,N/A,cinf,N/A,N/A,N/A,N/A,N/A,13.33,16.59,1.74,1.31,10.62,15.65,2.66,1.5,30.25,8660000000.0,9070000000.0,19.33,2.88,1.83,11.00,1.83,788000000.0,1.5,525000000.0,3.18,36.90,7.70,591000000.0,3.60,876000000.0,1.29,40.15,52.77,1.5,9.08,62.30,2750000.0,5.20,1.90,3120000.0,N/A
62,N/A,N/A,cl,N/A,N/A,N/A,N/A,N/A,444.04,29.01,3.64,54.85,12.62,24.33,19.15,1.5,18.88,62100000000.0,68190000000.0,21.20,2.84,3.95,14.68,3.95,10110000000.0,1.5,2180000000.0,2.36,11.30,3.20,1290000000.0,1.42,6150000000.0,1.23,1.26,68.46,1.5,0.28,73.30,7420000.0,2.50,0.90,8350000.0,N/A
63,N/A,N/A,clx,N/A,N/A,N/A,N/A,N/A,950.89,27.43,2.53,50.57,9.26,17.55,13.64,1.5,43.51,14230000000.0,16370000000.000002,22.50,3.93,2.90,14.31,2.90,2360000000.0,1.5,578000000.0,3.96,8.70,2.80,819000000.0,6.24,2670000000.0,1.09,2.15,108.47,1.5,0.25,77.90,7360000.0,8.20,5.70,7290000.0,N/A
64,N/A,N/A,cme,N/A,N/A,N/A,N/A,N/A,10.09,27.10,9.74,1.44,36.21,57.54,1.77,1.5,9.31,30630000000.0,31800000000.0,20.92,1.83,10.22,15.71,10.22,2990000000.0,1.5,1130000000.0,3.35,58.70,22.40,1440000000.0,4.27,2109999999.9999998,1.02,62.37,90.79,1.5,5.59,75.40,7560000.0,4.00,2.70,7110000.0,N/A
65,N/A,N/A,cmi,N/A,N/A,N/A,N/A,N/A,20.98,14.98,1.26,3.13,8.59,10.68,8.41,1.5,105.24,24480000000.0,24030000000.0,12.08,1.11,1.25,9.59,1.25,4860000000.0,1.5,1650000000.0,9.02,2.80,10.90,2390000000.0,13.22,1700000000.0,2.25,42.79,135.15,1.5,0.21,83.40,5080000.0,3.10,3.00,4950000.0,N/A
66,N/A,N/A,cms,N/A,N/A,N/A,N/A,N/A,235.74,20.14,1.32,2.59,6.64,16.05,3.93,1.5,26.53,9650000000.0,18420000000.0,17.44,2.73,2.57,10.31,2.57,2089999999.9999998,1.5,477000000.0,1.74,5.90,1.30,207000000.0,0.75,8740000000.0,1.29,13.34,35.05,1.5,0.80,87.40,4770000.0,1.30,1.70,3250000.0,N/A
67,N/A,N/A,cnp,N/A,N/A,N/A,N/A,N/A,194.75,14.87,0.97,1.98,6.62,10.13,2.59,1.5,21.47,9080000000.0,16550000000.0,18.05,12.46,1.79,8.50,1.79,2340000000.0,1.5,611000000.0,1.42,55.80,8.60,1230000000.0,2.86,8860000000.0,0.94,10.58,21.12,1.5,0.62,79.00,10660000.0,2.70,2.60,7400000.0,N/A
